gene_id MainDriverLoci MeanISMatLoci_in_refseq/MaxISM nBpatLociwith>5%_in_ref NbpatLociwith>10%_in_ref NbpatLociwith>20%_in_ref NbpatLociwith>50%_in_ref DistToBpwith>5%_in_ref DistToBpwith>10%_in_ref DistToBpwith>20%_in_ref DistToBpwith>50%_in_ref MeanISMatDistToBPwith>5%_in_refseq/MaxISM MeanISMatDistToBPwith>10%_in_refseq/MaxISM MeanISMatDistToBPwith>20%_in_refseq/MaxISM MeanISMatDistToBPwith>50%_in_refseq/MaxISM MeanISMatLoci_in_varseq/MaxISM nBpatLociwith>5%_in_var NbpatLociwith>10%_in_var NbpatLociwith>20%_in_var NbpatLociwith>50%_in_var DistToBpwith>5%_in_var DistToBpwith>10%_in_var DistToBpwith>20%_in_var DistToBpwith>50%_in_var MeanISMatDistToBPwith>5%_in_varseq/MaxISM MeanISMatDistToBPwith>10%_in_varseq/MaxISM MeanISMatDistToBPwith>20%_in_varseq/MaxISM MeanISMatDistToBPwith>50%_in_varseq/MaxISM
ENSG00000135828 182589381 -0.023310334500266473 0 0 0 0 4 9 20 20 0.07706179293645819 0.11395091550053933 -0.08621421046626028 -0.08621421046626028 0.03187934992494735 0 0 0 0 4 9 20 20 0.06059524365381677 0.13537194370760933 -0.12609298792996412 -0.12609298792996412
ENSG00000136059 37987184 -0.017902645840445874 0 0 0 0 20 20 20 20 -0.005681956798327043 -0.005681956798327043 -0.005681956798327043 -0.005681956798327043 0.025546230834707157 0 0 0 0 20 20 20 20 -0.006774579335529104 -0.006774579335529104 -0.006774579335529104 -0.006774579335529104
ENSG00000136104 50909867 -0.0015666326161896948 0 0 0 0 4 6 9 20 -0.0656034517938145 -0.10346572748364032 0.23467308657260774 -0.05566744926468419 0.27945947314659597 4 4 2 0 0 0 0 20 0.27945947314659597 0.27945947314659597 0.27945947314659597 -0.09523199185386079
ENSG00000136425 78131254 -0.04936994939385007 0 0 0 0 20 20 20 20 -0.045691855451534084 -0.045691855451534084 -0.045691855451534084 -0.045691855451534084 0.0620294389637788 2 0 0 0 0 20 20 20 0.0620294389637788 -0.07350925971866616 -0.07350925971866616 -0.07350925971866616
ENSG00000137185 28225193 -0.08624826167545747 3 0 0 0 0 1 20 20 -0.08624826167545747 -0.12336722486776393 0.03355702423773138 0.03355702423773138 0.12616443209126604 7 1 0 0 0 0 20 20 0.12616443209126604 0.12616443209126604 0.04293382701718374 0.04293382701718374
ENSG00000137563 63039122 0.048495793030806145 0 0 0 0 1 2 20 20 -0.08546354192965189 -0.1294266545522986 -0.014043062585987172 -0.014043062585987172 -0.05000702675406197 3 0 0 0 0 1 20 20 -0.05000702675406197 -0.15531981539503295 -0.015463049431363257 -0.015463049431363257
ENSG00000138031 24919937 0.2525635644640092 4 3 2 0 0 0 0 20 0.2525635644640092 0.2525635644640092 0.2525635644640092 -0.24333124781015714 -0.09437340830763018 3 0 0 0 0 2 4 20 -0.09437340830763018 0.11203920086654619 -0.2574939015434439 -0.20132825350762526
ENSG00000138073 27133410 -0.021548515891630537 0 0 0 0 20 20 20 20 0.005676164130482043 0.005676164130482043 0.005676164130482043 0.005676164130482043 0.013618317017862697 0 0 0 0 20 20 20 20 -0.014710351320256346 -0.014710351320256346 -0.014710351320256346 -0.014710351320256346
ENSG00000138381 189661498 -0.25050031593917893 5 5 2 0 0 0 0 20 -0.25050031593917893 -0.25050031593917893 -0.25050031593917893 0.06860884569381807 0.1888125477336791 1 1 0 0 0 0 6 20 0.1888125477336791 0.1888125477336791 -0.38842250715781623 0.028402753331564435
ENSG00000142082 252818 0.24577341480348228 5 5 1 0 0 0 0 20 0.24577341480348228 0.24577341480348228 0.24577341480348228 -0.02362259932663513 -0.01750347692513546 0 0 0 0 1 1 20 20 0.14077924770815362 0.14077924770815362 0.03972134976028158 0.03972134976028158
ENSG00000142102 289133 0.15522965274555525 3 2 0 0 0 0 1 20 0.15522965274555525 0.15522965274555525 0.2516999827441273 -0.0865367587188739 -0.15251597507965076 5 4 0 0 0 0 2 20 -0.15251597507965076 -0.15251597507965076 -0.22188596423969784 -0.08959748100534876
ENSG00000143891 38665997 -0.07718463027216677 4 0 0 0 0 1 20 20 -0.07718463027216677 -0.14410810431812976 -0.0735631362629044 -0.0735631362629044 0.11382438949919847 1 1 0 0 0 0 20 20 0.11382438949919847 0.11382438949919847 -0.01794309971379593 -0.01794309971379593
ENSG00000148468 15371072 -0.3269339666085888 22 12 5 0 0 0 0 16 -0.3269339666085888 -0.3269339666085888 -0.3269339666085888 -0.5118908453813398 0.1449718743050224 2 1 0 0 0 0 3 20 0.1449718743050224 0.1449718743050224 -0.3001203375048837 0.04079396487713876
ENSG00000148690 93704993 0.004678861309281998 0 0 0 0 20 20 20 20 -0.0023363945952658625 -0.0023363945952658625 -0.0023363945952658625 -0.0023363945952658625 -0.015636489281143407 0 0 0 0 20 20 20 20 -0.004202493799583256 -0.004202493799583256 -0.004202493799583256 -0.004202493799583256
ENSG00000149600 32743524 -0.0020326948211559065 0 0 0 0 20 20 20 20 0.016135368578713765 0.016135368578713765 0.016135368578713765 0.016135368578713765 -0.040410568786721966 0 0 0 0 1 20 20 20 -0.058295249454139414 0.007124351989932815 0.007124351989932815 0.007124351989932815
ENSG00000150403 113490884 0.08813875667014759 1 0 0 0 0 4 20 20 0.08813875667014759 -0.10143659953822308 -0.06980774721428042 -0.06980774721428042 -0.0016609096649401096 0 0 0 0 3 20 20 20 -0.06772380819525874 -0.04821801295113535 -0.04821801295113535 -0.04821801295113535
ENSG00000151348 44096348 -0.06499378344295208 1 0 0 0 0 20 20 20 -0.06499378344295208 -0.06376823795104863 -0.06376823795104863 -0.06376823795104863 0.1936921099843549 6 6 0 0 0 0 1 20 0.1936921099843549 0.1936921099843549 0.20125070041625748 -0.10181899780237617
ENSG00000151689 190344069 0.0434555281270359 0 0 0 0 8 10 20 20 0.05249419790784904 0.16050130667103946 0.028304976577423025 0.028304976577423025 -0.059755972350870344 2 0 0 0 0 10 20 20 -0.059755972350870344 0.17430627881656524 0.021106652130043684 0.021106652130043684
ENSG00000152240 46104691 -0.15776788517781168 4 1 0 0 0 0 20 20 -0.15776788517781168 -0.15776788517781168 -0.04935989731457816 -0.04935989731457816 0.21287556652713535 5 5 1 0 0 0 0 20 0.21287556652713535 0.21287556652713535 0.21287556652713535 -0.051682547744020486
ENSG00000152348 81972475 0.17501257255261918 6 4 0 0 0 0 20 20 0.17501257255261918 0.17501257255261918 -0.013315703218116808 -0.013315703218116808 -0.08684886735714385 2 0 0 0 0 20 20 20 -0.08684886735714385 0.01246830460911777 0.01246830460911777 0.01246830460911777
ENSG00000152749 94601777 0.156932409783542 2 1 0 0 0 0 2 20 0.156932409783542 0.156932409783542 -0.2619297108363337 -0.09631057558387494 -0.17281176886653118 7 3 0 0 0 0 2 20 -0.17281176886653118 -0.17281176886653118 -0.39342476573381013 -0.18722827428425293
ENSG00000154065 23662340 -0.015322696265492859 0 0 0 0 20 20 20 20 0.012497082759295647 0.012497082759295647 0.012497082759295647 0.012497082759295647 0.04876902523676598 0 0 0 0 4 20 20 20 -0.08077377589538422 0.016807655566294825 0.016807655566294825 0.016807655566294825
ENSG00000154548 89117612 -0.023330579680754453 0 0 0 0 1 14 20 20 0.056662508591161065 0.1055331203091523 -0.06600110135173794 -0.06600110135173794 0.07672247690366385 2 0 0 0 0 7 20 20 0.07672247690366385 -0.12160515594805077 -0.0681378461321892 -0.0681378461321892
ENSG00000154803 17237369 0.2534384478204598 3 1 1 0 0 0 0 20 0.2534384478204598 0.2534384478204598 0.2534384478204598 0.30600799653486943 -0.2184581412434472 9 9 2 0 0 0 0 20 -0.2184581412434472 -0.2184581412434472 -0.2184581412434472 0.28414284389400263
ENSG00000154978 55573294 0.03216701300894566 0 0 0 0 4 20 20 20 -0.08628009730058676 0.06000602902915227 0.06000602902915227 0.06000602902915227 -0.018142015405424896 0 0 0 0 2 20 20 20 -0.06742107188354182 0.06261136952365359 0.06261136952365359 0.06261136952365359
ENSG00000155093 158587744 0.09363488625369494 1 0 0 0 0 2 7 20 0.09363488625369494 0.13113824456132517 0.31404485191099657 0.0883455010676054 -0.16265947806427228 2 2 0 0 0 0 6 20 -0.16265947806427228 -0.16265947806427228 0.20015675615289788 0.04265435770917453
ENSG00000155660 149028509 0.006486041046308048 0 0 0 0 1 1 2 6 -0.1556679345184444 -0.1556679345184444 0.23278244308430898 -0.5921917790980634 -0.2521002727611641 4 1 1 0 0 0 0 6 -0.2521002727611641 -0.2521002727611641 -0.2521002727611641 -0.6490047324219272
ENSG00000156171 111139496 -0.2327801643031683 7 4 2 0 0 0 0 20 -0.2327801643031683 -0.2327801643031683 -0.2327801643031683 -0.11133136129450842 0.05330227863555879 1 0 0 0 0 18 20 20 0.05330227863555879 -0.10375363735566434 -0.09839113310915217 -0.09839113310915217
ENSG00000156253 29018988 0.015337396678356105 0 0 0 0 12 20 20 20 -0.05205949320865877 -0.009045915057820295 -0.009045915057820295 -0.009045915057820295 -0.03077971533364403 0 0 0 0 20 20 20 20 0.013545619071666425 0.013545619071666425 0.013545619071666425 0.013545619071666425
ENSG00000157379 24299746 -0.07506723964610447 3 0 0 0 0 1 20 20 -0.07506723964610447 0.14719902082233374 0.033642990900256166 0.033642990900256166 0.05866290194254387 2 0 0 0 0 3 6 20 0.05866290194254387 0.1630959178251785 0.20008470083347615 0.022935418890046484
ENSG00000157637 81285617 0.005779720413398596 0 0 0 0 20 20 20 20 0.0025520290789283516 0.0025520290789283516 0.0025520290789283516 0.0025520290789283516 -0.0020680920529177966 0 0 0 0 20 20 20 20 -0.0019355282896770232 -0.0019355282896770232 -0.0019355282896770232 -0.0019355282896770232
ENSG00000159063 78139778 0.21213116434358573 7 7 1 0 0 0 0 20 0.21213116434358573 0.21213116434358573 0.21213116434358573 0.13648582846992877 -0.08297234588182249 1 0 0 0 0 12 20 20 -0.08297234588182249 0.1377765878336907 0.04967622033341656 0.04967622033341656
ENSG00000160282 46153782 0.04318223386575318 0 0 0 0 1 1 14 20 0.1378171974709356 0.1378171974709356 0.2327554195234247 0.04399013743886959 -0.021473454208075837 0 0 0 0 1 3 20 20 0.07738683094335082 -0.10750579890018937 0.043264613023378494 0.043264613023378494
ENSG00000160336 53432568 0.13245184383350908 7 5 0 0 0 0 1 20 0.13245184383350908 0.13245184383350908 0.20140230943858525 -0.04730156355086509 -0.020699611664558606 0 0 0 0 1 7 12 20 0.08260501929208078 -0.1641216394722753 0.24598653801642653 -0.04225499525004111
ENSG00000160352 21082953 0.16982064904749172 4 2 0 0 0 0 20 20 0.16982064904749172 0.16982064904749172 -0.033192597832299324 -0.033192597832299324 -0.036466982846004185 0 0 0 0 20 20 20 20 -0.02549338570665742 -0.02549338570665742 -0.02549338570665742 -0.02549338570665742
ENSG00000160999 102285033 0.25138677023874323 2 2 2 0 0 0 0 20 0.25138677023874323 0.25138677023874323 0.25138677023874323 0.25683787088952886 -0.12704206828669276 4 4 0 0 0 0 2 20 -0.12704206828669276 -0.12704206828669276 -0.2246645301949056 0.17434610046746077
ENSG00000163597 76559024 0.03632082827483023 0 0 0 0 20 20 20 20 -0.018460811536059264 -0.018460811536059264 -0.018460811536059264 -0.018460811536059264 -0.011008244624233358 0 0 0 0 20 20 20 20 -0.045060822802745544 -0.045060822802745544 -0.045060822802745544 -0.045060822802745544
ENSG00000164347 74766533 -0.0475871684278131 0 0 0 0 4 20 20 20 -0.0506759250014252 0.010357511572094635 0.010357511572094635 0.010357511572094635 0.01300726174270621 0 0 0 0 20 20 20 20 -0.00015280733891746425 -0.00015280733891746425 -0.00015280733891746425 -0.00015280733891746425
ENSG00000164414 87472986 -0.005310918346106204 0 0 0 0 20 20 20 20 0.001733105121567612 0.001733105121567612 0.001733105121567612 0.001733105121567612 0.0031033225613152134 0 0 0 0 20 20 20 20 0.004764544499826338 0.004764544499826338 0.004764544499826338 0.004764544499826338
ENSG00000164597 107564494 -0.06398660422747088 2 0 0 0 0 1 1 20 -0.06398660422747088 -0.31318253653386025 -0.31318253653386025 0.2949167710314684 0.14309350772499183 8 8 0 0 0 0 1 20 0.14309350772499183 0.14309350772499183 0.309973919019759 0.3462884491956138
ENSG00000164880 1504345 -0.37314834115361867 13 13 13 0 0 0 0 2 -0.37314834115361867 -0.37314834115361867 -0.37314834115361867 -0.5303615283439761 0.1205597239372374 1 1 0 0 0 0 3 20 0.1205597239372374 0.1205597239372374 -0.20428866994634434 -0.1949450694679442
ENSG00000164904 126595258 -0.8311758323821096 10 10 7 2 0 0 0 0 -0.8311758323821096 -0.8311758323821096 -0.8311758323821096 -0.8311758323821096 0.10887555475728743 1 1 0 0 0 0 1 20 0.10887555475728743 0.10887555475728743 -0.21457881675739454 -0.5064298458475284
ENSG00000166913 44885696 -0.056345318470620305 1 0 0 0 0 4 6 8 -0.056345318470620305 -0.15196645674387155 -0.2569675791062831 -0.505431926799285 0.051689949761901284 1 0 0 0 0 2 3 8 0.051689949761901284 -0.18547865054871215 -0.2825528902049747 -0.5406797698187841
ENSG00000167528 48351268 0.2704536884640062 7 7 5 0 0 0 0 20 0.2704536884640062 0.2704536884640062 0.2704536884640062 0.08693680224110584 -0.09005103697010229 1 0 0 0 0 7 20 20 -0.09005103697010229 -0.10638766827649289 0.03313852771436822 0.03313852771436822
ENSG00000168393 241687007 0.038368321981675765 0 0 0 0 1 1 8 20 0.12621178763087787 0.12621178763087787 0.22062534015061688 -0.02848813723967744 -0.07888953552780975 1 0 0 0 0 6 20 20 -0.07888953552780975 0.13582723420600562 -0.030151444125317655 -0.030151444125317655
ENSG00000169715 56625613 -0.3660687792189696 8 7 1 0 0 0 0 20 -0.3660687792189696 -0.3660687792189696 -0.3660687792189696 0.06221294238335643 0.26436269448295935 5 4 2 0 0 0 0 20 0.26436269448295935 0.26436269448295935 0.26436269448295935 0.2856162553533706
ENSG00000169826 43138148 0.027483288341268623 0 0 0 0 20 20 20 20 0.01371534646581276 0.01371534646581276 0.01371534646581276 0.01371534646581276 -0.01343123032438247 0 0 0 0 20 20 20 20 -0.01008738463774435 -0.01008738463774435 -0.01008738463774435 -0.01008738463774435
ENSG00000169925 134068323 0.49797821863983766 6 2 2 0 0 0 0 1 0.49797821863983766 0.49797821863983766 0.49797821863983766 0.5043887424761379 -0.18234827283715435 4 1 0 0 0 0 20 20 -0.18234827283715435 -0.18234827283715435 0.02389466904305496 0.02389466904305496
ENSG00000169967 127389186 0.034027804710374594 0 0 0 0 20 20 20 20 -0.01008123547934952 -0.01008123547934952 -0.01008123547934952 -0.01008123547934952 -0.010886481560085688 0 0 0 0 20 20 20 20 -0.009466769216043336 -0.009466769216043336 -0.009466769216043336 -0.009466769216043336
ENSG00000170275 33113893 -0.11336542261348555 4 2 0 0 0 0 1 20 -0.11336542261348555 -0.11336542261348555 -0.22051755466861334 -0.04485383025707105 0.11889995822840131 2 1 0 0 0 0 6 20 0.11889995822840131 0.11889995822840131 0.26088415745719623 -0.03362271634508974
ENSG00000170889 54200892 0.5680431547188838 7 7 6 2 0 0 0 0 0.5680431547188838 0.5680431547188838 0.5680431547188838 0.5680431547188838 0.07572650175561542 2 0 0 0 0 1 1 20 0.07572650175561542 0.31317854467982426 0.31317854467982426 0.03610797275664191
ENSG00000171202 85648210 -0.025282482503113556 0 0 0 0 2 2 20 20 -0.12297448954585384 -0.12297448954585384 -0.050875713563391156 -0.050875713563391156 0.043854337765836006 0 0 0 0 3 17 20 20 -0.054975349152269724 0.11821892231663093 0.04887859483674809 0.04887859483674809
ENSG00000172175 58671560 0.00737778776151414 0 0 0 0 4 8 14 20 0.07251763812612083 0.12837487014350285 -0.27145265712676453 0.07882150649700394 -0.162420424256298 5 2 0 0 0 0 14 20 -0.162420424256298 -0.162420424256298 -0.2842113932759996 -0.004020411030610328
ENSG00000172785 178431 -0.03005462832609711 0 0 0 0 20 20 20 20 -0.017020357516126874 -0.017020357516126874 -0.017020357516126874 -0.017020357516126874 0.026010361829448617 0 0 0 0 20 20 20 20 -0.016189297761823897 -0.016189297761823897 -0.016189297761823897 -0.016189297761823897
ENSG00000172803 65833645 0.002910109731263686 0 0 0 0 7 8 8 20 -0.09718779581066522 -0.27815895128019813 -0.27815895128019813 0.042904651982585175 -0.04417004542094984 0 0 0 0 6 7 8 20 -0.07379267384157674 -0.10067604358061544 -0.26438725282894016 0.03355046911389147
ENSG00000173715 66718672 0.007316227700220842 0 0 0 0 20 20 20 20 -0.010026666095448373 -0.010026666095448373 -0.010026666095448373 -0.010026666095448373 -0.019555794981095297 0 0 0 0 20 20 20 20 -0.009386666131909116 -0.009386666131909116 -0.009386666131909116 -0.009386666131909116
ENSG00000174136 98769487 -0.04675804154817544 0 0 0 0 1 20 20 20 -0.08199149737649031 -0.06791552493691604 -0.06791552493691604 -0.06791552493691604 0.03673148217493676 0 0 0 0 20 20 20 20 -0.037448638049132656 -0.037448638049132656 -0.037448638049132656 -0.037448638049132656
ENSG00000174446 66497642 0.9114217783904869 9 7 5 4 0 0 0 0 0.9114217783904869 0.9114217783904869 0.9114217783904869 0.9114217783904869 -0.3313768048216543 1 1 1 0 0 0 0 20 -0.3313768048216543 -0.3313768048216543 -0.3313768048216543 0.035725431875911595
ENSG00000175264 45665522 0.06828530816322743 3 0 0 0 0 10 20 20 0.06828530816322743 0.1571177949163567 0.1752878792291311 0.1752878792291311 -0.0407721541819882 0 0 0 0 5 10 20 20 0.07447864618768014 0.1195901754876116 0.12762220745691039 0.12762220745691039
ENSG00000175701 110224953 -0.011920550800303182 0 0 0 0 20 20 20 20 -0.0015717028844330376 -0.0015717028844330376 -0.0015717028844330376 -0.0015717028844330376 0.033385782955432104 0 0 0 0 20 20 20 20 0.011969616154309385 0.011969616154309385 0.011969616154309385 0.011969616154309385
ENSG00000177600 805435 0.0548105095464797 1 0 0 0 0 20 20 20 0.0548105095464797 0.027534645796725116 0.027534645796725116 0.027534645796725116 0.006131164828733212 0 0 0 0 20 20 20 20 0.04418764721008719 0.04418764721008719 0.04418764721008719 0.04418764721008719
ENSG00000177697 833262 -0.011730368092718352 0 0 0 0 20 20 20 20 0.005693521926963624 0.005693521926963624 0.005693521926963624 0.005693521926963624 0.05743849522904177 2 0 0 0 0 20 20 20 0.05743849522904177 0.012246710391816506 0.012246710391816506 0.012246710391816506
ENSG00000177885 75404546 -0.04318203846532718 0 0 0 0 4 17 18 20 0.09092692129139611 0.16011458033738774 0.20651868551769456 0.36355663019291007 0.05022810706853792 3 0 0 0 0 3 18 20 0.05022810706853792 -0.10161755358958548 0.23782098412798003 0.36681296766957855
ENSG00000177932 179060451 -0.024719978988034488 0 0 0 0 1 1 20 20 -0.1004348124826147 -0.1004348124826147 -0.041470150486012526 -0.041470150486012526 0.047331557955234325 0 0 0 0 10 12 20 20 0.05706156084770425 -0.10950774816228419 -0.05712245786801693 -0.05712245786801693
ENSG00000178201 57477277 0.15469189241100126 4 3 0 0 0 0 20 20 0.15469189241100126 0.15469189241100126 0.006079427015739674 0.006079427015739674 -0.017884155718595016 0 0 0 0 20 20 20 20 0.00533601732337462 0.00533601732337462 0.00533601732337462 0.00533601732337462
ENSG00000178295 17753771 -0.05495720532046363 1 0 0 0 0 2 6 20 -0.05495720532046363 0.10304163510531456 -0.2536466904395461 0.048159464961418263 0.04740751806018858 0 0 0 0 1 4 11 20 0.059823938380500465 -0.10854780058498342 -0.4187997776406556 -0.04965447704910029
ENSG00000178922 43453742 -0.0039019746250933767 0 0 0 0 1 1 20 20 -0.10366445960666974 -0.10366445960666974 0.10714484128205093 0.10714484128205093 -0.029029052747900075 0 0 0 0 1 3 20 20 -0.06709043029665458 0.11633236736489246 0.11872149886777646 0.11872149886777646
ENSG00000179698 144107695 -0.0315783737396032 0 0 0 0 1 1 1 20 -0.2235474694414683 -0.2235474694414683 -0.2235474694414683 0.07103815017096153 0.058347496099478396 1 0 0 0 0 4 6 20 0.058347496099478396 0.11222712200022668 -0.2738724519241056 0.07968180882977871
ENSG00000180104 443033 -0.07653073840642123 3 0 0 0 0 1 20 20 -0.07653073840642123 -0.12477568481162983 0.028509464912737054 0.028509464912737054 0.08808160576918755 1 0 0 0 0 3 3 20 0.08808160576918755 -0.24579637832932233 -0.24579637832932233 0.022383990350432672
ENSG00000180113 46687866 0.028766118532712753 0 0 0 0 3 10 10 20 0.05115999328936923 -0.3461189601489621 -0.3461189601489621 0.04448913292003313 -0.022764672726781923 0 0 0 0 9 10 20 20 -0.06945801647637072 -0.19299139437257853 -0.027621254777858133 -0.027621254777858133
ENSG00000180914 8769210 0.15099537837993224 4 3 0 0 0 0 16 20 0.15099537837993224 0.15099537837993224 -0.3045647977375472 0.2498791775964119 -0.0658860386017968 1 0 0 0 0 16 16 20 -0.0658860386017968 -0.2659986251182917 -0.2659986251182917 0.15949273284369483
ENSG00000182093 39379885 0.049949493166488064 0 0 0 0 1 20 20 20 0.050281536212507555 -0.018653097961239755 -0.018653097961239755 -0.018653097961239755 0.001937898422235609 0 0 0 0 20 20 20 20 -0.013620218221407835 -0.013620218221407835 -0.013620218221407835 -0.013620218221407835
ENSG00000182118 231034726 -0.03570761215434371 0 0 0 0 20 20 20 20 -0.010074085384148095 -0.010074085384148095 -0.010074085384148095 -0.010074085384148095 0.06055452925603286 2 0 0 0 0 20 20 20 0.06055452925603286 -0.01823951889610329 -0.01823951889610329 -0.01823951889610329
ENSG00000182310 51693200 -0.011939996608814502 0 0 0 0 3 8 20 20 0.07112017164976743 0.11712276286998557 0.04864062595914703 0.04864062595914703 -0.13078997027564657 1 1 0 0 0 0 20 20 -0.13078997027564657 -0.13078997027564657 0.0608459743617514 0.0608459743617514
ENSG00000182362 46288604 -0.040357190212328586 0 0 0 0 20 20 20 20 0.006418060387091543 0.006418060387091543 0.006418060387091543 0.006418060387091543 0.009494971120575714 0 0 0 0 20 20 20 20 -0.004159836359782139 -0.004159836359782139 -0.004159836359782139 -0.004159836359782139
ENSG00000182551 3519553 -0.054757861251337435 9 0 0 0 0 1 5 20 -0.054757861251337435 -0.14685364440838056 -0.27401107528657637 -0.1901906998231114 0.20825422414350236 2 2 1 0 0 0 0 20 0.20825422414350236 0.20825422414350236 0.20825422414350236 -0.14996690818307373
ENSG00000183604 30335371 0.1621532595353198 1 1 0 0 0 0 5 10 0.1621532595353198 0.1621532595353198 0.3168151581345006 -0.6725721029949355 -0.21763070990727 5 5 4 0 0 0 0 1 -0.21763070990727 -0.21763070990727 -0.21763070990727 -0.5409633730746842
ENSG00000183891 19901726 0.08214118287591282 1 0 0 0 0 7 7 20 0.08214118287591282 -0.28597254440682557 -0.28597254440682557 0.12391248945226019 -0.1350243131381963 4 3 0 0 0 0 7 20 -0.1350243131381963 -0.1350243131381963 -0.2545868171783678 0.10066067609837519
ENSG00000184619 8376006 -0.026567897948579722 0 0 0 0 1 2 14 20 -0.096514632882421 0.15255719017743558 0.3174510694298272 0.04423642213879727 0.16342715564442742 1 1 0 0 0 0 14 20 0.16342715564442742 0.16342715564442742 0.3472722545210152 0.0343982794232155
ENSG00000184787 44800246 0.009237732982064017 0 0 0 0 20 20 20 20 0.0013928408628130693 0.0013928408628130693 0.0013928408628130693 0.0013928408628130693 -0.0039675815412409795 0 0 0 0 20 20 20 20 0.0037955889539150385 0.0037955889539150385 0.0037955889539150385 0.0037955889539150385
ENSG00000185324 89680851 -0.09266843639997994 10 0 0 0 0 1 11 20 -0.09266843639997994 -0.10189339723636696 -0.23012113654520783 -0.16452755951045847 0.13958969009316538 1 1 0 0 0 0 20 20 0.13958969009316538 0.13958969009316538 -0.09993166157304277 -0.09993166157304277
ENSG00000186088 77416565 -0.05103551240578552 1 0 0 0 0 18 20 20 -0.05103551240578552 0.11264782428096816 -0.03482469964790786 -0.03482469964790786 0.0701241231752816 1 0 0 0 0 5 20 20 0.0701241231752816 0.10721059678886569 -0.042982762739512764 -0.042982762739512764
ENSG00000187231 179262976 0.020395019111437044 0 0 0 0 20 20 20 20 0.003919970263017901 0.003919970263017901 0.003919970263017901 0.003919970263017901 -0.015628067884898414 0 0 0 0 20 20 20 20 -0.0032384977565807615 -0.0032384977565807615 -0.0032384977565807615 -0.0032384977565807615
ENSG00000187837 26056321 -0.03726440115783155 0 0 0 0 3 11 20 20 -0.07752325486241186 -0.12251590820262671 0.19852232287768315 0.19852232287768315 0.05067957817317392 1 0 0 0 0 7 20 20 0.05067957817317392 0.10667424947982651 0.17532997981663487 0.17532997981663487
ENSG00000188312 92325528 0.15397384881642215 3 1 0 0 0 0 20 20 0.15397384881642215 0.15397384881642215 0.07245002129831642 0.07245002129831642 -0.13538537612060847 1 1 0 0 0 0 20 20 -0.13538537612060847 -0.13538537612060847 -0.05880009129268369 -0.05880009129268369
ENSG00000188599 15094055 0.03767495352057435 0 0 0 0 20 20 20 20 0.012790624280390536 0.012790624280390536 0.012790624280390536 0.012790624280390536 -0.031419047009624106 0 0 0 0 20 20 20 20 0.007419426593413961 0.007419426593413961 0.007419426593413961 0.007419426593413961
ENSG00000188613 119025465 -0.29978457835406697 5 5 4 0 0 0 0 20 -0.29978457835406697 -0.29978457835406697 -0.29978457835406697 0.03489555938512949 0.26998117696990426 1 1 1 0 0 0 0 20 0.26998117696990426 0.26998117696990426 0.26998117696990426 -0.09819168903138568
ENSG00000196247 64666122 0.1593309714456373 8 8 0 0 0 0 1 3 0.1593309714456373 0.1593309714456373 0.3944699526731257 0.7083040969027504 -0.3714992283166689 11 11 1 0 0 0 0 2 -0.3714992283166689 -0.3714992283166689 -0.3714992283166689 1.0205672719127665
ENSG00000196268 21397210 -0.0593349095914572 1 0 0 0 0 16 20 20 -0.0593349095914572 -0.13140688555759097 0.018504500346515265 0.018504500346515265 0.14077784988744055 6 2 0 0 0 0 20 20 0.14077784988744055 0.14077784988744055 0.01860311388579229 0.01860311388579229
ENSG00000196295 30594388 -0.04145740395707707 0 0 0 0 1 14 20 20 -0.060502208935330114 -0.1001761450800651 -0.08320264664250906 -0.08320264664250906 0.01606900365113946 0 0 0 0 1 16 20 20 -0.05244173602250013 0.13499825077088748 -0.08772530030529957 -0.08772530030529957
ENSG00000196378 144787414 0.046674343179120344 0 0 0 0 1 1 20 20 -0.13128473339801186 -0.13128473339801186 0.029072677678082564 0.029072677678082564 -0.03593242756606171 0 0 0 0 1 1 20 20 -0.13737453711911238 -0.13737453711911238 -0.035024327124231945 -0.035024327124231945
ENSG00000196655 119018422 0.08495108925884494 1 0 0 0 0 13 20 20 0.08495108925884494 0.11263590418171915 0.007468694993365905 0.007468694993365905 -0.07655551054044198 7 0 0 0 0 1 20 20 -0.07655551054044198 -0.11367038500750552 -0.06977492847710981 -0.06977492847710981
ENSG00000196821 34696840 -0.04058156485903204 0 0 0 0 1 3 4 13 0.08401109045390259 -0.17956287726561893 -0.255907924819544 -0.7468330216340994 0.10509778297706092 2 1 0 0 0 0 4 5 0.10509778297706092 0.10509778297706092 -0.30758288935063827 0.5232412467380205
ENSG00000197020 21767600 0.07827748141952183 1 0 0 0 0 4 5 20 0.07827748141952183 0.18055391958613695 0.21146222546886173 -0.14578697105521884 -0.029013286524948945 0 0 0 0 1 2 5 20 -0.07128980288953324 -0.11627249468902721 0.22484091231007874 -0.18513638629376225
ENSG00000198130 190344069 0.005764522307102715 0 0 0 0 1 1 20 20 -0.10732719076939362 -0.10732719076939362 -0.01301891286321695 -0.01301891286321695 -0.04676297563949511 0 0 0 0 1 8 20 20 -0.06839575136877142 -0.11640337542072692 -0.03011498072056284 -0.03011498072056284
ENSG00000198502 32530290 0.1330515581046419 1 1 0 0 0 0 20 20 0.1330515581046419 0.1330515581046419 0.07567921950328205 0.07567921950328205 -0.15304305747960198 7 4 0 0 0 0 1 20 -0.15304305747960198 -0.15304305747960198 -0.24745957505075578 0.032310400722816456
