tracks,weights
CHIP:ZNF592:MCF-7,0
CHIP:H3K27ac:heart right ventricle male child (3 years),0.004118
CHIP:H3K27ac:placenta embryo (16 weeks),0
CHIP:ATF3:K562,0
CHIP:CTCF:spleen male adult (54 years),0
CHIP:ARNT:HepG2,0
CHIP:FOXP1:HepG2,0
CHIP:DACH1:K562,0
CHIP:3xFLAG-KDM6A:HepG2 genetically modified using CRISPR,0
CHIP:POLR2A:adrenal gland female adult (53 years),0
CHIP:POLR2A:K562,0
CHIP:XRCC5:HepG2,0
CHIP:H3K4me3:cingulate gyrus male adult (81 year),0
CHIP:H3K4me1:subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),0
CHIP:POLR2AphosphoS5:stomach male adult (37 years),0
CHIP:POLR2A:upper lobe of left lung male adult (54 years),0
CHIP:ZNF830:K562,0
CHIP:H3K4me3:Parathyroid adenoma male adult (62 years),0
CHIP:TARDBP:K562,0
CHIP:H3K36me3:hepatocyte originated from H9,0
CHIP:H3K9me3:iPS-18c female adult (48 years),0
CHIP:H3K27ac:Parathyroid adenoma male adult (65 years),0
CHIP:H3K36me3:esophagus male adult (34 years),0
CHIP:H3K27ac:breast epithelium female adult (53 years),0.001259
CHIP:H4K5ac:mesendoderm originated from H1-hESC,0
CHIP:H3K4me1:trophoblast cell originated from H1-hESC,-0.020085
CHIP:H3K9me3:pancreas male adult (34 years),0
CHIP:H3K9me3:stomach smooth muscle male adult (59 years),0
CHIP:H3K4me3:spinal cord female embryo (113 days),0
CHIP:H3K4me1:Loucy,-0.014381
CHIP:H3K56ac:mesendoderm originated from H1-hESC,0
CHIP:H3K4me1:endodermal cell originated from HUES64,0
CHIP:H3K27me3:ovary female adult (30 years),0
CHIP:SMAD1:K562,0
CHIP:CTCF:suprapubic skin male adult (54 years),0
CHIP:GABPA:liver male adult (32 years),0
CHIP:H3K27me3:common myeloid progenitor; CD34-positive,0
CHIP:H2AK9ac:IMR-90,0
CHIP:H3K36me3:trophoblast cell originated from H1-hESC,0
CHIP:MCM7:K562,0
CHIP:eGFP-GABPA:MCF-7 genetically modified using stable transfection,0
CHIP:ZNF444:MCF-7,0
CHIP:POLR2A:stomach female adult (51 year),0
CHIP:H3K36me3:neurosphere female embryo (17 weeks) originated from cortex,0.001764
CHIP:H3K4ac:IMR-90,0
CHIP:H3K4me1:layer of hippocampus male adult (81 year),0
CHIP:RFX1:K562,0
CHIP:H3K27ac:T-helper 17 cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:SRF:GM12878,0
CHIP:eGFP-SALL1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K4me3:cerebellum male adult (53 years),0.004878
CHIP:H3K36me3:middle frontal area 46 male adult (81 year),0
CHIP:H3K27me3:sigmoid colon male adult (34 years),0
CHIP:SNIP1:MCF-7,0
CHIP:H3K27me3:CD4-positive; alpha-beta T cell,0
CHIP:H3K9me3:CD8-positive; alpha-beta memory T cell,0
CHIP:eGFP-SALL2:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:trophoblast cell originated from H1-hESC,0
CHIP:H3K4me2:neural cell,0
CHIP:H3K4me3:common myeloid progenitor; CD34-positive,0
CHIP:EZH2:GM23338 male adult (53 years) originated from GM23248,0
CHIP:EZH2:HCT116,0
CHIP:EP300:testis male adult (37 years),0
CHIP:H3K27me3:placental basal plate female embryo (40 weeks),0
CHIP:ATF2:HepG2,0
CHIP:EP300:omental fat pad male adult (54 years),0
CHIP:TAF15:K562,0
CHIP:H3K56ac:H9,0
CHIP:H3K36me3:muscle layer of colon female adult (77 years),0
CHIP:H3K4me1:foreskin melanocyte male newborn,0
CHIP:H3K4me1:trophoblast female embryo (20 weeks),0.027607
CHIP:FUS:K562,0
CHIP:H3K4me1:middle frontal area 46 male adult (81 year),0
CHIP:NFATC3:K562,0
CHIP:H3K79me2:B cell female adult (27 years),0.002271
CHIP:PCBP1:K562,0
CHIP:H3K4me3:DOHH2,0
CHIP:H3K9me3:adrenal gland male adult (37 years),0
CHIP:H3K27ac:urinary bladder male adult (34 years),0
CHIP:3xFLAG-RAD21:HepG2 genetically modified using CRISPR,-0.01191
CHIP:H2BK20ac:IMR-90,0
CHIP:H3K4me1:muscle layer of duodenum male adult (73 years),-0.002145
CHIP:H3K36me3:mucosa of rectum female adult (61 year),0
CHIP:POLR2A:body of pancreas male adult (37 years),0
CHIP:H3K9me3:IMR-90,-0.000812
CHIP:H3K9ac:MCF-7,0
CHIP:H3K27me3:esophagus squamous epithelium female adult (53 years),0
CHIP:H3K14ac:H1-hESC,0
CHIP:H3K4me3:GM12878,0
CHIP:H2AFZ:MCF-7,0
CHIP:H3K4me3:angular gyrus female adult (75 years),0
CHIP:H3K9me3:muscle layer of duodenum male adult (59 years),0
CHIP:H3K9me3:esophagus squamous epithelium female adult (53 years),-0.012714
CHIP:H3K9ac:substantia nigra female adult (75 years),0
CHIP:H3K27me3:neutrophil,-0.006454
CHIP:H3K9ac:Karpas-422,0
CHIP:H3K27ac:ACC112,-0.006941
CHIP:H3K4me1:OCI-LY7,0
CHIP:H3K36me3:common myeloid progenitor; CD34-positive male adult (42 years),0
CHIP:NANOG:GM23338 male adult (53 years) originated from GM23248,0
CHIP:H3K9ac:endocrine pancreas male adult (46 years),-0.030925
CHIP:H3K27me3:duodenal mucosa male adult (59 years),0
CHIP:HSF1:MCF-7,0
CHIP:H3K23me2:H9,0
CHIP:H3K4me1:thyroid gland female adult (53 years),0.007349
CHIP:RFX5:A549,0.015715
CHIP:H3K4me1:germinal matrix male embryo (20 weeks),0
CHIP:H3K4me1:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K4me1:urinary bladder male adult (34 years),0
CHIP:eGFP-KLF17:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CHAMP1:K562,0
CHIP:H3K9me3:aorta male adult (34 years),0
CHIP:CTCF:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:FOXA2:HepG2,0
CHIP:HNRNPH1:HepG2,0
CHIP:CTCF:right atrium auricular region female adult (53 years),0
CHIP:H3K27ac:placental basal plate male embryo (38 weeks),0
CHIP:RFX1:MCF-7,0
CHIP:H3K4me1:lung female embryo (82 days),0
CHIP:H3K36me3:iPS DF 19.11 male newborn,0.009847
CHIP:CHD2:A549,0
CHIP:H3K27me3:heart right ventricle male adult (34 years),0
CHIP:MCM7:K562,0
CHIP:POLR2A:upper lobe of left lung female adult (53 years),0
CHIP:EZH2:neural progenitor cell originated from H9,0
CHIP:H3K27ac:transverse colon male adult (54 years),0
CHIP:H3K9me3:cingulate gyrus female adult (75 years),0
CHIP:H3K27ac:ascending aorta female adult (53 years),0
CHIP:H3K9me3:cingulate gyrus male adult (81 year),0.05417
CHIP:eGFP-ZNF768:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:CTCF:gastrocnemius medialis female adult (51 year),0
CHIP:3xFLAG-KMT2B:HepG2 genetically modified using CRISPR,0
CHIP:CTCF:OCI-LY1,0
CHIP:3xFLAG-HMG20A:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZNF76:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ZNF24:GM12878,0
CHIP:H3K36me3:neutrophil male,0
CHIP:SAFB:K562,0
CHIP:H3K36me3:small intestine female adult (30 years),0
CHIP:H3K27ac:right cardiac atrium male adult (34 years),0
CHIP:H3K4me3:placenta male embryo (16 weeks),0
CHIP:CTCF:esophagus muscularis mucosa female adult (53 years),0
CHIP:H3K79me2:SK-N-SH,0
CHIP:eGFP-ZIK1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ZNF622:GM12878,0.094425
CHIP:HDAC2:K562,0
CHIP:H3K4me3:foreskin keratinocyte male newborn,0
CHIP:H3K4me3:muscle layer of duodenum male adult (73 years),0
CHIP:H3K4me1:heart right ventricle male adult (34 years),0
CHIP:eGFP-KLF9:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9ac:OCI-LY1,0
CHIP:eGFP-ZNF280C:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:layer of hippocampus male adult (73 years),0
CHIP:eGFP-ZBTB44:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.0286
CHIP:RNF2:K562,0
CHIP:CREM:K562,0
CHIP:H3K4me3:CD4-positive; alpha-beta memory T cell,0
CHIP:H3K36me3:spleen female adult (30 years),0
CHIP:H3K36me3:esophagus squamous epithelium female adult (53 years),0
CHIP:MCM5:K562,0
CHIP:H3K4me3:foreskin fibroblast male newborn,0
CHIP:eGFP-ZNF639:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:right lobe of liver female adult (53 years),0
CHIP:FOXA2:liver female child (4 years),0
CHIP:H3K27me3:CD14-positive monocyte male adult (21 year),0
CHIP:H3K18ac:trophoblast cell originated from H1-hESC,0
CHIP:RAD51:HepG2,0.014019
CHIP:H3K4me3:NCI-H929,0
CHIP:H3K27ac:adipose tissue male adult (34 years),0
CHIP:H3K9me3:transverse colon male adult (37 years),0
CHIP:H3K36me3:thoracic aorta male adult (37 years),0
CHIP:H3K36me3:mucosa of stomach male adult (59 years),-0.011969
CHIP:H3K36me3:spinal cord female embryo (113 days),0
CHIP:H3K36me3:stomach smooth muscle male adult (59 years),0
CHIP:CTCF:DOHH2,0
CHIP:NFXL1:K562,0
CHIP:H3K9ac:heart male embryo (105 days),0
CHIP:SP1:liver male adult (32 years),0
CHIP:H3K9me3:layer of hippocampus male adult (73 years),0.046395
CHIP:NBN:K562,0
CHIP:H3K79me2:Parathyroid adenoma male adult (65 years),0.005849
CHIP:KAT8:K562,0
CHIP:H3K9me3:heart right ventricle male child (3 years),0
CHIP:H3K27ac:spleen female adult (30 years),0
CHIP:H3K4me2:MM.1S,0.008167
CHIP:H3K9ac:skeletal muscle tissue female adult (72 years),0
CHIP:3xFLAG-KDM1A:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me3:IMR-90,0
CHIP:H3K27me3:esophagus male adult (34 years),0
CHIP:EZH2phosphoT487:SU-DHL-6,0
CHIP:EP300:gastroesophageal sphincter female adult (53 years),0
CHIP:CTCF:omental fat pad male adult (37 years),0
CHIP:H3K4me1:myoepithelial cell of mammary gland female adult (33 years),-0.001376
CHIP:H3K36me3:foreskin keratinocyte male newborn,0
CHIP:HLTF:K562,0
CHIP:H3K9me3:smooth muscle cell originated from H9,0
CHIP:SUZ12:HEK293T,-0.014495
CHIP:SUZ12:GM12878,0
CHIP:POLR2A:gastroesophageal sphincter male adult (54 years),0
CHIP:eGFP-ATF1:K562 genetically modified using stable transfection originated from K562,0
CHIP:HES1:K562,0
CHIP:H3K36me3:HCT116,0
CHIP:H3K4me1:T-helper 17 cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:3xFLAG-FOXA3:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-CREB3:K562 genetically modified using stable transfection,0
CHIP:eGFP-ZNF16:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9ac:HCT116,0
CHIP:H3K4me1:brain female embryo (120 days),0.005879
CHIP:H3K4me1:MM.1S,0
CHIP:H3K27ac:adrenal gland male adult (37 years),0
CHIP:FOXA1:HEK293T,0
CHIP:eGFP-CEBPG:MCF-7 genetically modified using stable transfection,0.009427
CHIP:H3K27ac:esophagus muscularis mucosa female adult (53 years),0
CHIP:H3K4me3:kidney female embryo (120 days),0
CHIP:3xFLAG-ETV5:HepG2 genetically modified using CRISPR,0
CHIP:EZH2phosphoT487:GM23248,0.006755
CHIP:ZNF207:MCF-7,0
CHIP:eGFP-ZNF311:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:POLR2A:gastroesophageal sphincter female adult (53 years),0
CHIP:H3K9ac:ES-I3,0
CHIP:H3K4me3:chorionic villus male embryo (16 weeks),0
CHIP:H3K4me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:RXRA:liver male adult (32 years),-0.01393
CHIP:H3K4me1:stomach female embryo (96 days),0
CHIP:eGFP-PRDM1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:ZNF24:K562,0
CHIP:H3K9ac:skeletal muscle satellite cell female adult originated from mesodermal cell,0
CHIP:H3K36me3:mesodermal cell originated from HUES64,-0.097511
CHIP:H3K4me3:kidney male adult (50 years),0
CHIP:H3K27me3:iPS DF 19.11 male newborn,0
CHIP:H3K4me1:neurosphere female embryo (17 weeks) originated from cortex,0
CHIP:TAF9B:K562,0
CHIP:H3K36me3:lung female embryo (96 days),0
CHIP:H3K36me3:transverse colon male adult (54 years),0
CHIP:TBL1XR1:HepG2,0
CHIP:ZNF384:HepG2,0
CHIP:H3K36me3:gastrocnemius medialis female adult (53 years),0
CHIP:CTCF:transverse colon male adult (37 years),0
CHIP:ZMYM3:K562,-0.023428
CHIP:eGFP-ZNF175:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K27me3:CD8-positive; alpha-beta T cell male adult (37 years),0.005554
CHIP:H3K4me3:neurosphere embryo (15 weeks) originated from ganglionic eminence,-0.002289
CHIP:H3K27me3:ascending aorta female adult (51 year),0
CHIP:TFAP4:HepG2,0
CHIP:POLR2A:gastrocnemius medialis female adult (53 years),0
CHIP:H3K9me3:radial glial cell genetically modified using stable transfection originated from H9,0
CHIP:H3K27ac:peripheral blood mononuclear cell male adult (39 years),0
CHIP:H3K9ac:neural progenitor cell originated from H9,0
CHIP:H3K9me3:spleen female adult (53 years),0
CHIP:H3K36me3:gastrocnemius medialis male adult (54 years),0
CHIP:eGFP-ZNF366:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:TAL1:K562,0
CHIP:H3K4me2:Parathyroid adenoma male adult (62 years),0
CHIP:POLR2A:transverse colon female adult (53 years),0
CHIP:MLLT1:K562,0
CHIP:H3K4me3:heart right ventricle male child (3 years),0
CHIP:YBX1:K562,0
CHIP:H3K27ac:foreskin fibroblast male newborn,0
CHIP:3xFLAG-GATAD1:HepG2 genetically modified using CRISPR,0
CHIP:H3K9me3:caudate nucleus male adult (81 year),0
CHIP:HES1:MCF-7,0
CHIP:H3K27me3:heart left ventricle male child (3 years),0
CHIP:CREB3L1:K562,0.006014
CHIP:H3K27me3:subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),0
CHIP:H3K27me3:lung female embryo (120 days),0
CHIP:H3K4me1:liver male adult (31 year),0
CHIP:H3K9ac:SK-N-MC,0
CHIP:H3K9me3:endocrine pancreas adult (59 years),-0.056875
CHIP:H3K4me1:heart left ventricle male adult (34 years),0
CHIP:CREB1:HepG2,0
CHIP:HNRNPLL:K562,0.001685
CHIP:H3K4me1:ovary female adult (30 years),0
CHIP:EZH2:SK-N-MC,-0.001975
CHIP:MTA2:K562,0
CHIP:H3K27me3:mid-neurogenesis radial glial cells genetically modified using stable transfection originated from H9,0.001005
CHIP:H3K27me3:luminal epithelial cell of mammary gland female adult (33 years),0.000047
CHIP:H3K36me3:temporal lobe male adult (81 year),0
CHIP:H3K9ac:SU-DHL-6,0
CHIP:ASH1L:K562,0
CHIP:KDM1A:HepG2,0
CHIP:H3K4me1:foreskin keratinocyte male newborn,0
CHIP:H3K9me3:T-cell male adult (21 year),0
CHIP:3xFLAG-MIER2:HepG2 genetically modified using CRISPR,0
CHIP:H3K4ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:PKNOX1:K562,0
CHIP:H3K4me1:spleen female adult (30 years),0.016851
CHIP:H3K4me1:adipocyte originated from mesenchymal stem cell,0
CHIP:CSDE1:MCF-7,0.015432
CHIP:EP300:esophagus muscularis mucosa female adult (53 years),0
CHIP:3xFLAG-HOMEZ:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me1:cingulate gyrus female adult (75 years),0
CHIP:H3K9me3:CD4-positive; alpha-beta memory T cell,0
CHIP:ZNF207:GM12878,0
CHIP:eGFP-ZNF24:K562 genetically modified using stable transfection,0
CHIP:NCOA4:K562,0
CHIP:PHF21A:K562,0
CHIP:H3K36me3:MM.1S,0
CHIP:PRDM10:K562,0
CHIP:H3K4me3:placenta embryo (16 weeks),0
CHIP:H3K9ac:SK-N-SH,0
CHIP:CDC5L:K562,0
CHIP:H3K4me1:esophagus squamous epithelium female adult (53 years),0
CHIP:POLR2A:stomach male adult (54 years),0
CHIP:H3K4me3:foreskin fibroblast male newborn,0
CHIP:POLR2A:prostate gland male adult (54 years),0
CHIP:H3K4me3:ascending aorta female adult (53 years),0
CHIP:H3K27ac:layer of hippocampus female adult (75 years),0
CHIP:H2BK15ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:FOS:IMR-90,0
CHIP:ETV6:K562,0
CHIP:H2AFZ:IMR-90,0
CHIP:H3K4me2:GM23248,0
CHIP:H3K27ac:neural cell,0.017011
CHIP:3xFLAG-MLX:HepG2 genetically modified using CRISPR,0
CHIP:CTCF:SU-DHL-6,0
CHIP:eGFP-ZNF394:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3F3A:SK-N-SH,0
CHIP:CTCF:neural progenitor cell originated from H9,0
CHIP:eGFP-ZNF561:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-KLF9:MCF-7 genetically modified using stable transfection,0
CHIP:H3K4me2:mesendoderm originated from H1-hESC,0
CHIP:H3K36me3:layer of hippocampus male adult (81 year),0
CHIP:eGFP-PTRF:K562 genetically modified using stable transfection,0
CHIP:FOXA1:MCF-7,0.004459
CHIP:H3K36me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence,0.002525
CHIP:H3K36me3:tibial artery female adult (53 years),0
CHIP:SNRNP70:HepG2,0
CHIP:H3K4me3:muscle of leg female embryo (110 days),0
CHIP:H3K27me3:aorta female adult (30 years),0
CHIP:H3K4me3:stomach male adult (34 years),0
CHIP:H3K4ac:H1-hESC,0
CHIP:COPS2:K562,0
CHIP:H3K4me1:smooth muscle cell originated from H9,0
CHIP:eGFP-NR4A1:K562 genetically modified using stable transfection,0
CHIP:H3K4me3:neurosphere female embryo (17 weeks) originated from ganglionic eminence,0
CHIP:3xFLAG-PPARG:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:placenta female embryo (113 days),0
CHIP:EZH2:GM23248,0
CHIP:POLR2A:transverse colon male adult (54 years),0
CHIP:H3K27ac:stomach female adult (53 years),0
CHIP:H3K9me3:prostate male adult (54 years),0
CHIP:H3K27me3:mammary epithelial cell female adult (18 years),0
CHIP:eGFP-ZFP3:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:NRF1:MCF-7,0
CHIP:H3K36me3:radial glial cell genetically modified using stable transfection originated from H9,0
CHIP:H3K4me3:common myeloid progenitor; CD34-positive female adult (33 years),0
CHIP:H3K27me3:fibroblast of breast female adult (26 years),0
CHIP:H3K4me1:ectodermal cell originated from embryonic stem cell,0
CHIP:H3K36me3:adipocyte originated from mesenchymal stem cell,-0.020835
CHIP:REST:K562,0
CHIP:H3K27ac:CD4-positive; alpha-beta T cell treated with phorbol 13-acetate 12-myristate ; ionomycin,0
CHIP:RNF2:K562,0
CHIP:eGFP-ZNF132:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:MCM2:K562,0
CHIP:GABPB1:K562,0
CHIP:H3K27me3:neural progenitor cell originated from H9,0.003328
CHIP:H3K4me3:ovary female adult (30 years),-0.011037
CHIP:MAFF:HeLa-S3,0
CHIP:eGFP-SP3:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K36me3:colonic mucosa female adult (73 years),0
CHIP:3xFLAG-CEBPA:HepG2 genetically modified using CRISPR,0
CHIP:H3K36me3:heart right ventricle male adult (34 years),0
CHIP:POLR2A:uterus female adult (53 years),0
CHIP:EWSR1:K562,0
CHIP:ZC3H8:K562,0
CHIP:H3K4me3:brain male embryo (122 days),0
CHIP:H3K27me3:smooth muscle cell originated from H9,0
CHIP:H3K27me3:amnion male embryo (16 weeks),0
CHIP:H3K36me3:mesendoderm originated from H1-hESC,0.000295
CHIP:NFRKB:HepG2,0
CHIP:TARDBP:HepG2,0
CHIP:ATF4:K562,0
CHIP:HDGF:GM12878,0
CHIP:CTCF:gastroesophageal sphincter female adult (51 year),0
CHIP:H3K4me3:mucosa of rectum female adult (61 year),0
CHIP:H3K4me1:skeletal muscle tissue,0
CHIP:H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),0
CHIP:H3K9me3:brain female embryo (17 weeks),0
CHIP:eGFP-REPIN1:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9ac:kidney male adult (50 years),0
CHIP:H3K27me3:foreskin melanocyte male newborn,0
CHIP:POLR2A:esophagus squamous epithelium female adult (53 years),0
CHIP:EP300:subcutaneous adipose tissue female adult (53 years),0
CHIP:H3K4me1:gastrocnemius medialis male adult (37 years),0
CHIP:H3K4me3:duodenal mucosa male adult (76 years),0
CHIP:eGFP-ZNF584:K562 genetically modified using CRISPR,0
CHIP:H3K9me3:esophagus male adult (34 years),0
CHIP:H3K4me1:substantia nigra female adult (75 years),0
CHIP:H3K36me3:muscle of leg female embryo (110 days),0
CHIP:H3K27ac:heart left ventricle male adult (34 years),0.005351
CHIP:H3K36me3:sigmoid colon female adult (53 years),0.020262
CHIP:AGO2:HepG2,0
CHIP:H3K9ac:foreskin melanocyte male newborn,0
CHIP:H3K4me1:SK-N-MC,0.038549
CHIP:H3K9ac:subcutaneous abdominal adipose tissue nuclear fraction female adult (41 year),0
CHIP:H4K20me1:PC-9,-0.00325
CHIP:POLR2A:lower leg skin male adult (54 years),0
CHIP:H3K4me3:HUES48,0
CHIP:TRIP13:K562,0
CHIP:POLR2A:tibial nerve female adult (51 year),0
CHIP:H3K79me2:GM23338 male adult (53 years) originated from GM23248,-0.029504
CHIP:ARNT:K562,0
CHIP:ZBTB11:MCF-7,0
CHIP:PTBP1:HepG2,0
CHIP:3xFLAG-DNMT3B:HepG2 genetically modified using CRISPR,0
CHIP:POLR2A:esophagus squamous epithelium male adult (37 years),0
CHIP:H3K27ac:peripheral blood mononuclear cell female adult (28 years),0
CHIP:ZKSCAN1:HepG2,0
CHIP:3xFLAG-ZNF205:HepG2 genetically modified using CRISPR,0
CHIP:H3K4me3:middle frontal area 46 female adult (75 years),0
CHIP:H3K27me3:large intestine male embryo (108 days),0
CHIP:SMARCE1:K562,0
CHIP:H3K36me3:tibial nerve female adult (53 years),-0.013053
CHIP:eGFP-ZBTB40:K562 genetically modified using CRISPR,0.021816
CHIP:EP300:ovary female adult (51 year),0
CHIP:H4K20me1:Karpas-422,0.000225
CHIP:3xFLAG-ERF:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZNF518A:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:3xFLAG-ATF1:K562 genetically modified using CRISPR,0
CHIP:H3K36me3:myoepithelial cell of mammary gland female adult (36 years),-0.074412
CHIP:GATAD2A:K562,0
CHIP:KDM5A:H1-hESC,0
CHIP:H3K27me3:spleen female adult (53 years),0
CHIP:H3K4me1:gastrocnemius medialis male adult (54 years),0
CHIP:H3K4me1:HCT116,0
CHIP:H2BK5ac:H1-hESC,0
CHIP:H3K4me3:naive thymus-derived CD4-positive; alpha-beta T cell,0
CHIP:H3K27me3:B cell female adult (27 years),0
CHIP:MYBL2:K562,0
CHIP:H3K36me3:peripheral blood mononuclear cell male adult (32 years),0
CHIP:H3K9ac:adipocyte originated from mesenchymal stem cell,0
CHIP:H3K4me3:common myeloid progenitor; CD34-positive male adult,0
CHIP:eGFP-ZNF189:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H4K91ac:IMR-90,0
CHIP:H3K36me3:common myeloid progenitor; CD34-positive female adult (33 years),0
CHIP:H3K4me2:Loucy,0
CHIP:H3K36me3:stomach female adult (53 years),0
CHIP:H3K9ac:iPS-20b male adult (55 years),0
CHIP:H3K9me3:tibial artery female adult (53 years),-0.080379
CHIP:H3K4me3:CD8-positive; alpha-beta T cell male adult (28 years),0
CHIP:eGFP-DIDO1:K562 genetically modified using stable transfection,0
CHIP:ZNF316:K562,0
CHIP:eGFP-ZNF544:HEK293 genetically modified using site-specific recombination originated from HEK293,-0.020758
CHIP:NCOA6:K562,0
CHIP:H3K4me3:stomach smooth muscle male adult (59 years),0
CHIP:NR2F2:liver female child (4 years),0
CHIP:H3K9me3:muscle layer of duodenum male adult (73 years),0
CHIP:H3K4me1:neural stem progenitor cell originated from H9,0
CHIP:PHB2:HepG2,0
CHIP:H3K27ac:spleen male child (3 years),0
CHIP:H3K4me1:common myeloid progenitor; CD34-positive,0
CHIP:POLR2AphosphoS5:transverse colon female adult (51 year),0.001536
CHIP:H3K4me3:muscle layer of colon female adult (56 years),0
CHIP:E2F7:K562,0
CHIP:FOXK2:HepG2,0
CHIP:H4K8ac:mesenchymal stem cell originated from H1-hESC,0
CHIP:H3K4me3:foreskin keratinocyte male newborn,0
CHIP:CTCF:stomach female adult (51 year),0
CHIP:3xFLAG-ZNF580:HepG2 genetically modified using CRISPR,0
CHIP:COPS2:MCF-7,0
CHIP:H3K36me3:iPS DF 6.9 male newborn,0
CHIP:ZNF592:GM12878,0
CHIP:POLR2A:lower leg skin male adult (37 years),0
CHIP:EHMT2:K562,0
CHIP:CTCF:coronary artery female adult (53 years),0
CHIP:H3K9ac:myoepithelial cell of mammary gland female adult (33 years),0
CHIP:H3K9me2:bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,0
CHIP:ZSCAN29:K562,-0.02251
CHIP:H3K27ac:colonic mucosa female adult (56 years),0
CHIP:H3K4me3:HUES6,0
CHIP:EP300:subcutaneous adipose tissue male adult (37 years),0
CHIP:JUN:MCF-7,0
CHIP:H3K9me3:heart left ventricle male adult (34 years),0.001457
CHIP:H3K36me3:duodenal mucosa male adult (59 years),-0.041872
CHIP:H3K27me3:esophagus muscularis mucosa female adult (53 years),0
CHIP:FIP1L1:K562,0
CHIP:H3K27ac:adrenal gland male adult (54 years),0
CHIP:H3K4me3:myoepithelial cell of mammary gland female adult (33 years),0
CHIP:MEF2B:GM12878,0.010435
CHIP:BRD9:K562,0
CHIP:eGFP-NR2C1:K562 genetically modified using stable transfection,0
CHIP:eGFP-CUX1:K562 genetically modified using CRISPR,0
CHIP:eGFP-ZNF274:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:H3K9me3:HCT116,0
CHIP:H3K9me3:common myeloid progenitor; CD34-positive male adult (36 years),0
CHIP:H3K4me1:small intestine male child (3 years),0
CHIP:EZH2:A673,0
CHIP:H3F3A:PC-9,0
CHIP:H3K27me3:substantia nigra female adult (75 years),0
CHIP:H3K27me3:adrenal gland male adult (34 years),0
CHIP:3xFLAG-ZNF3:HepG2 genetically modified using CRISPR,0
CHIP:H3K18ac:neural stem progenitor cell originated from H1-hESC,0
CHIP:HNRNPUL1:HepG2,0
CHIP:H3K27me3:Loucy,-0.004781
CHIP:H3K9me3:muscle of trunk female embryo (115 days),0
CHIP:ZFP36:HeLa-S3,0
CHIP:H3K4me1:OCI-LY1,0.006042
CHIP:3xFLAG-ZBTB26:HepG2 genetically modified using CRISPR,0
CHIP:eGFP-ZNF341:HEK293 genetically modified using site-specific recombination originated from HEK293,0
CHIP:eGFP-ZNF549:HEK293 genetically modified using site-specific recombination originated from HEK293,0.001762
CHIP:H3K9me2:Loucy,0
CHIP:CTCF:gastroesophageal sphincter male adult (37 years),0
CHIP:H3K27me3:H1-hESC,0
CHIP:H3K27me3:pancreas male adult (34 years),0
CHIP:H3K79me2:H9,-0.001677
CHIP:H3K9me3:OCI-LY1,0
CHIP:SMAD2:K562,0
